Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round Number,Year,Time_diff
0 days 00:13:57.827000,27.6,50.0,981.9,False,45.3,10,1.9,13,2024,0 days 00:01:00.016000
0 days 00:14:57.837000,27.6,50.0,981.9,False,44.0,357,2.4,13,2024,0 days 00:01:00.010000
0 days 00:15:57.841000,27.6,51.0,982.0,False,44.3,191,1.5,13,2024,0 days 00:01:00.004000
0 days 00:16:57.832000,27.7,51.0,982.0,False,45.6,250,1.1,13,2024,0 days 00:00:59.991000
0 days 00:17:57.833000,27.6,51.0,982.0,False,45.6,205,0.9,13,2024,0 days 00:01:00.001000
0 days 00:18:57.831000,27.8,51.0,982.0,False,47.3,236,0.5,13,2024,0 days 00:00:59.998000
0 days 00:19:57.821000,28.0,49.0,982.0,False,47.3,235,0.8,13,2024,0 days 00:00:59.990000
0 days 00:20:57.835000,28.1,50.0,981.9,False,47.2,268,1.4,13,2024,0 days 00:01:00.014000
0 days 00:21:57.832000,28.2,49.0,981.9,False,47.2,297,1.4,13,2024,0 days 00:00:59.997000
0 days 00:22:57.833000,28.3,49.0,981.9,False,47.7,268,0.7,13,2024,0 days 00:01:00.001000
0 days 00:23:57.844000,28.4,51.0,981.9,False,49.0,340,1.6,13,2024,0 days 00:01:00.011000
0 days 00:24:57.838000,28.3,51.0,981.8,False,49.7,355,1.3,13,2024,0 days 00:00:59.994000
0 days 00:25:57.835000,28.2,50.0,981.9,False,49.0,308,1.1,13,2024,0 days 00:00:59.997000
0 days 00:26:57.836000,28.2,49.0,981.9,False,47.0,328,1.6,13,2024,0 days 00:01:00.001000
0 days 00:27:57.841000,28.1,48.0,981.9,False,43.3,319,1.3,13,2024,0 days 00:01:00.005000
0 days 00:28:57.837000,28.1,48.0,981.8,False,40.7,5,1.3,13,2024,0 days 00:00:59.996000
0 days 00:29:57.839000,28.1,49.0,981.9,False,42.7,310,1.3,13,2024,0 days 00:01:00.002000
0 days 00:30:57.839000,28.0,49.0,981.9,False,42.7,311,1.5,13,2024,0 days 00:01:00
0 days 00:31:57.832000,28.0,49.0,981.8,False,41.4,315,1.5,13,2024,0 days 00:00:59.993000
0 days 00:32:57.840000,28.0,48.0,981.8,False,40.8,304,1.4,13,2024,0 days 00:01:00.008000
0 days 00:33:57.841000,28.0,48.0,981.9,False,40.9,323,1.0,13,2024,0 days 00:01:00.001000
0 days 00:34:57.845000,28.0,48.0,981.7,False,43.7,298,1.3,13,2024,0 days 00:01:00.004000
0 days 00:35:57.845000,28.0,48.0,981.8,False,43.7,300,1.4,13,2024,0 days 00:01:00
0 days 00:36:57.845000,28.1,48.0,981.8,False,43.5,355,1.0,13,2024,0 days 00:01:00
0 days 00:37:57.846000,28.3,47.0,981.8,False,44.1,349,1.4,13,2024,0 days 00:01:00.001000
0 days 00:38:57.844000,28.4,47.0,981.8,False,44.5,9,1.0,13,2024,0 days 00:00:59.998000
0 days 00:39:57.846000,28.3,47.0,981.8,False,44.5,5,0.6,13,2024,0 days 00:01:00.002000
0 days 00:40:57.857000,28.3,46.0,981.8,False,44.8,198,1.8,13,2024,0 days 00:01:00.011000
0 days 00:41:57.847000,28.2,50.0,981.8,False,45.0,357,1.9,13,2024,0 days 00:00:59.990000
0 days 00:42:57.848000,28.1,47.0,981.7,False,40.7,3,1.9,13,2024,0 days 00:01:00.001000
0 days 00:43:57.849000,28.1,47.0,981.8,False,40.7,278,1.7,13,2024,0 days 00:01:00.001000
0 days 00:44:57.851000,28.1,48.0,981.8,False,42.1,347,1.4,13,2024,0 days 00:01:00.002000
0 days 00:45:57.854000,28.1,48.0,981.8,False,43.3,316,1.9,13,2024,0 days 00:01:00.003000
0 days 00:46:57.854000,28.2,48.0,981.8,False,43.6,309,1.2,13,2024,0 days 00:01:00
0 days 00:47:57.854000,28.4,46.0,981.9,False,43.5,309,1.8,13,2024,0 days 00:01:00
0 days 00:48:57.852000,28.5,46.0,981.8,False,43.6,316,1.5,13,2024,0 days 00:00:59.998000
0 days 00:49:57.853000,28.5,47.0,981.8,False,43.6,309,1.3,13,2024,0 days 00:01:00.001000
0 days 00:50:57.854000,28.5,46.0,981.8,False,42.9,265,1.0,13,2024,0 days 00:01:00.001000
0 days 00:51:57.860000,28.5,47.0,981.8,False,43.2,213,0.9,13,2024,0 days 00:01:00.006000
0 days 00:52:57.843000,28.5,48.0,981.8,False,43.3,251,0.7,13,2024,0 days 00:00:59.983000
0 days 00:53:57.857000,28.6,45.0,981.7,False,45.2,102,0.6,13,2024,0 days 00:01:00.014000
0 days 00:54:57.861000,28.9,45.0,981.7,False,45.5,5,0.4,13,2024,0 days 00:01:00.004000
0 days 00:55:57.857000,28.9,45.0,981.7,False,45.5,7,1.0,13,2024,0 days 00:00:59.996000
0 days 00:56:57.847000,29.0,45.0,981.7,False,44.6,191,1.9,13,2024,0 days 00:00:59.990000
0 days 00:57:57.856000,28.9,45.0,981.7,False,44.6,174,0.8,13,2024,0 days 00:01:00.009000
0 days 00:58:57.860000,29.0,46.0,981.7,False,45.2,316,1.1,13,2024,0 days 00:01:00.004000
0 days 00:59:57.863000,28.8,48.0,981.7,False,46.8,321,1.7,13,2024,0 days 00:01:00.003000
0 days 01:00:57.863000,28.8,45.0,981.6,False,46.8,36,1.5,13,2024,0 days 00:01:00
0 days 01:01:57.866000,29.0,46.0,981.7,False,46.6,182,0.7,13,2024,0 days 00:01:00.003000
0 days 01:02:57.862000,28.9,46.0,981.6,False,46.7,313,1.3,13,2024,0 days 00:00:59.996000
0 days 01:03:57.865000,28.9,46.0,981.6,False,47.4,240,1.4,13,2024,0 days 00:01:00.003000
0 days 01:04:57.874000,28.9,46.0,981.6,False,47.5,195,1.6,13,2024,0 days 00:01:00.009000
0 days 01:05:57.864000,28.9,47.0,981.7,False,47.3,164,1.6,13,2024,0 days 00:00:59.990000
0 days 01:06:57.865000,28.8,46.0,981.6,False,46.8,187,1.9,13,2024,0 days 00:01:00.001000
0 days 01:07:57.866000,28.8,47.0,981.6,False,46.5,161,2.3,13,2024,0 days 00:01:00.001000
0 days 01:08:57.873000,28.9,48.0,981.5,False,46.2,232,1.5,13,2024,0 days 00:01:00.007000
0 days 01:09:57.871000,28.9,47.0,981.5,False,45.0,21,1.3,13,2024,0 days 00:00:59.998000
0 days 01:10:57.875000,29.0,47.0,981.5,False,43.9,192,0.6,13,2024,0 days 00:01:00.004000
0 days 01:11:57.920000,29.0,47.0,981.6,False,43.4,48,1.4,13,2024,0 days 00:01:00.045000
0 days 01:12:57.869000,28.9,48.0,981.5,False,42.9,291,0.7,13,2024,0 days 00:00:59.949000
0 days 01:13:57.912000,28.9,47.0,981.5,False,44.1,189,1.3,13,2024,0 days 00:01:00.043000
0 days 01:14:57.879000,28.8,48.0,981.6,False,44.1,303,1.8,13,2024,0 days 00:00:59.967000
0 days 01:15:57.874000,28.9,48.0,981.5,False,43.0,330,1.4,13,2024,0 days 00:00:59.995000
0 days 01:16:57.874000,28.9,48.0,981.5,False,42.7,0,1.2,13,2024,0 days 00:01:00
0 days 01:17:57.874000,28.9,48.0,981.6,False,44.4,185,0.7,13,2024,0 days 00:01:00
0 days 01:18:57.881000,28.9,48.0,981.6,False,44.4,185,0.7,13,2024,0 days 00:01:00.007000
0 days 01:19:57.889000,28.9,47.0,981.5,False,45.2,171,0.3,13,2024,0 days 00:01:00.008000
0 days 01:20:57.875000,29.0,47.0,981.4,False,45.1,180,1.1,13,2024,0 days 00:00:59.986000
0 days 01:21:57.877000,29.3,47.0,981.5,False,44.5,222,1.2,13,2024,0 days 00:01:00.002000
0 days 01:22:57.883000,29.3,47.0,981.4,False,44.5,318,1.4,13,2024,0 days 00:01:00.006000
0 days 01:23:57.900000,29.3,46.0,981.5,False,44.1,352,1.1,13,2024,0 days 00:01:00.017000
0 days 01:24:57.925000,29.2,46.0,981.5,False,43.6,43,1.1,13,2024,0 days 00:01:00.025000
0 days 01:25:57.951000,29.2,46.0,981.5,False,43.4,206,0.6,13,2024,0 days 00:01:00.026000
0 days 01:26:57.949000,29.2,46.0,981.5,False,42.3,247,0.6,13,2024,0 days 00:00:59.998000
0 days 01:27:57.962000,29.1,46.0,981.6,False,42.1,173,0.7,13,2024,0 days 00:01:00.013000
0 days 01:28:57.979000,29.1,47.0,981.5,False,41.0,226,0.9,13,2024,0 days 00:01:00.017000
0 days 01:29:57.996000,29.0,47.0,981.5,False,40.9,198,0.8,13,2024,0 days 00:01:00.017000
0 days 01:30:58.011000,28.9,47.0,981.5,False,40.8,231,0.6,13,2024,0 days 00:01:00.015000
0 days 01:31:58.026000,28.8,48.0,981.6,False,40.9,183,1.3,13,2024,0 days 00:01:00.015000
0 days 01:32:58.044000,28.7,48.0,981.6,False,40.5,225,1.6,13,2024,0 days 00:01:00.018000
0 days 01:33:58.060000,28.7,48.0,981.6,False,40.9,9,1.4,13,2024,0 days 00:01:00.016000
0 days 01:34:58.077000,28.6,48.0,981.6,False,41.0,28,1.5,13,2024,0 days 00:01:00.017000
0 days 01:35:58.096000,28.7,48.0,981.6,False,41.0,182,0.9,13,2024,0 days 00:01:00.019000
0 days 01:36:58.106000,28.7,47.0,981.5,False,40.8,340,0.8,13,2024,0 days 00:01:00.010000
0 days 01:37:58.117000,28.6,47.0,981.6,False,40.7,239,0.4,13,2024,0 days 00:01:00.011000
0 days 01:38:58.126000,28.6,47.0,981.5,False,40.4,354,0.6,13,2024,0 days 00:01:00.009000
0 days 01:39:58.130000,28.7,47.0,981.5,False,40.7,347,1.0,13,2024,0 days 00:01:00.004000
0 days 01:40:58.129000,28.7,46.0,981.6,False,40.9,169,0.4,13,2024,0 days 00:00:59.999000
0 days 01:41:58.129000,28.8,47.0,981.7,False,40.9,202,1.2,13,2024,0 days 00:01:00
0 days 01:42:58.144000,28.9,47.0,981.6,False,41.6,268,1.1,13,2024,0 days 00:01:00.015000
0 days 01:43:58.148000,29.1,47.0,981.5,False,42.5,351,1.4,13,2024,0 days 00:01:00.004000
0 days 01:44:58.143000,29.3,47.0,981.6,False,43.8,302,1.2,13,2024,0 days 00:00:59.995000
0 days 01:45:58.145000,29.3,46.0,981.6,False,44.5,343,1.1,13,2024,0 days 00:01:00.002000
0 days 01:46:58.149000,29.4,44.0,981.5,False,44.5,345,1.2,13,2024,0 days 00:01:00.004000
0 days 01:47:58.151000,29.4,45.0,981.6,False,44.8,317,0.6,13,2024,0 days 00:01:00.002000
0 days 01:48:58.162000,29.4,45.0,981.5,False,45.6,184,1.0,13,2024,0 days 00:01:00.011000
0 days 01:49:58.179000,29.5,45.0,981.6,False,46.3,207,1.3,13,2024,0 days 00:01:00.017000
0 days 01:50:58.214000,29.5,45.0,981.6,False,46.3,185,1.2,13,2024,0 days 00:01:00.035000
0 days 01:51:58.218000,29.6,45.0,981.6,False,46.1,297,0.9,13,2024,0 days 00:01:00.004000
0 days 01:52:58.227000,29.7,44.0,981.6,False,46.2,342,1.1,13,2024,0 days 00:01:00.009000
0 days 01:53:58.245000,29.7,45.0,981.7,False,46.4,193,2.3,13,2024,0 days 00:01:00.018000
0 days 01:54:58.244000,29.8,47.0,981.6,False,46.6,199,1.3,13,2024,0 days 00:00:59.999000
0 days 01:55:58.249000,29.8,46.0,981.7,False,46.7,324,0.9,13,2024,0 days 00:01:00.005000
0 days 01:56:58.245000,29.6,45.0,981.6,False,46.6,0,0.8,13,2024,0 days 00:00:59.996000
0 days 01:57:58.248000,29.7,45.0,981.7,False,46.6,355,1.3,13,2024,0 days 00:01:00.003000
0 days 01:58:58.251000,29.6,45.0,981.6,False,47.0,273,1.7,13,2024,0 days 00:01:00.003000
0 days 01:59:58.264000,29.6,45.0,981.5,False,47.1,166,1.0,13,2024,0 days 00:01:00.013000
0 days 02:00:58.264000,29.7,45.0,981.7,False,46.6,183,1.7,13,2024,0 days 00:01:00
0 days 02:01:58.269000,29.7,45.0,981.6,False,46.1,119,1.7,13,2024,0 days 00:01:00.005000
0 days 02:02:58.282000,29.5,46.0,981.6,False,45.1,195,2.1,13,2024,0 days 00:01:00.013000
0 days 02:03:58.282000,29.4,46.0,981.6,False,45.1,178,2.2,13,2024,0 days 00:01:00
0 days 02:04:58.286000,29.3,46.0,981.6,False,46.1,157,1.2,13,2024,0 days 00:01:00.004000
0 days 02:05:58.292000,29.2,46.0,981.5,False,46.4,153,1.8,13,2024,0 days 00:01:00.006000
0 days 02:06:58.318000,29.2,45.0,981.6,False,46.4,151,1.4,13,2024,0 days 00:01:00.026000
0 days 02:07:58.320000,29.2,45.0,981.5,False,44.9,169,0.9,13,2024,0 days 00:01:00.002000
0 days 02:08:58.343000,29.1,45.0,981.6,False,44.9,172,1.5,13,2024,0 days 00:01:00.023000
0 days 02:09:58.326000,29.1,45.0,981.6,False,45.2,186,1.4,13,2024,0 days 00:00:59.983000
0 days 02:10:58.334000,29.1,44.0,981.6,False,45.1,175,1.5,13,2024,0 days 00:01:00.008000
0 days 02:11:58.335000,29.0,45.0,981.6,False,44.2,185,0.9,13,2024,0 days 00:01:00.001000
0 days 02:12:58.358000,29.0,45.0,981.5,False,43.9,168,1.4,13,2024,0 days 00:01:00.023000
0 days 02:13:58.354000,29.1,45.0,981.5,False,44.9,191,2.2,13,2024,0 days 00:00:59.996000
0 days 02:14:58.369000,29.3,45.0,981.6,False,45.4,356,1.2,13,2024,0 days 00:01:00.015000
0 days 02:15:58.386000,29.4,44.0,981.5,False,45.8,0,2.2,13,2024,0 days 00:01:00.017000
0 days 02:16:58.405000,29.4,45.0,981.6,False,46.3,226,1.4,13,2024,0 days 00:01:00.019000
0 days 02:17:58.404000,29.6,45.0,981.5,False,46.4,216,1.2,13,2024,0 days 00:00:59.999000
0 days 02:18:58.418000,29.7,45.0,981.6,False,46.4,178,0.8,13,2024,0 days 00:01:00.014000
0 days 02:19:58.417000,29.8,46.0,981.5,False,46.5,162,1.9,13,2024,0 days 00:00:59.999000
0 days 02:20:58.425000,29.8,46.0,981.5,False,46.9,305,1.6,13,2024,0 days 00:01:00.008000
0 days 02:21:58.422000,30.0,43.0,981.6,False,46.8,13,0.7,13,2024,0 days 00:00:59.997000
0 days 02:22:58.420000,30.1,44.0,981.5,False,46.7,179,0.6,13,2024,0 days 00:00:59.998000
0 days 02:23:58.453000,30.1,44.0,981.5,False,47.3,339,1.7,13,2024,0 days 00:01:00.033000
0 days 02:24:58.421000,30.1,44.0,981.5,False,47.6,23,1.9,13,2024,0 days 00:00:59.968000
0 days 02:25:58.422000,30.0,44.0,981.5,False,47.8,74,1.2,13,2024,0 days 00:01:00.001000
0 days 02:26:58.423000,30.0,44.0,981.5,False,48.2,204,0.6,13,2024,0 days 00:01:00.001000
0 days 02:27:58.424000,30.0,44.0,981.5,False,48.2,4,0.8,13,2024,0 days 00:01:00.001000
0 days 02:28:58.424000,30.0,43.0,981.5,False,48.2,120,0.4,13,2024,0 days 00:01:00
0 days 02:29:58.462000,30.1,43.0,981.5,False,48.3,21,0.6,13,2024,0 days 00:01:00.038000
0 days 02:30:58.425000,30.3,42.0,981.5,False,48.1,350,1.2,13,2024,0 days 00:00:59.963000
0 days 02:31:58.426000,30.3,42.0,981.4,False,48.1,202,1.2,13,2024,0 days 00:01:00.001000
0 days 02:32:58.428000,30.1,44.0,981.5,False,47.6,200,1.5,13,2024,0 days 00:01:00.002000
0 days 02:33:58.445000,30.0,43.0,981.6,False,47.6,179,1.7,13,2024,0 days 00:01:00.017000
0 days 02:34:58.429000,30.0,44.0,981.5,False,47.9,289,1.4,13,2024,0 days 00:00:59.984000
0 days 00:00:14.052000,21.0,52.0,978.1,False,42.1,217,0.5,14,2024,-1 days +21:25:15.623000
0 days 00:01:14.050000,20.6,53.0,978.0,False,42.1,0,1.1,14,2024,0 days 00:00:59.998000
0 days 00:02:14.047000,20.6,52.0,978.0,False,42.2,284,0.7,14,2024,0 days 00:00:59.997000
0 days 00:03:14.053000,20.7,51.0,978.1,False,42.0,244,1.4,14,2024,0 days 00:01:00.006000
0 days 00:04:14.057000,20.7,51.0,978.1,False,41.1,13,1.2,14,2024,0 days 00:01:00.004000
0 days 00:05:14.062000,20.6,51.0,978.1,False,41.1,328,1.5,14,2024,0 days 00:01:00.005000
0 days 00:06:14.052000,20.8,50.0,978.1,False,40.5,21,1.8,14,2024,0 days 00:00:59.990000
0 days 00:07:14.075000,20.9,50.0,978.1,False,39.9,328,1.3,14,2024,0 days 00:01:00.023000
0 days 00:08:14.092000,20.9,51.0,978.2,False,40.1,314,1.3,14,2024,0 days 00:01:00.017000
0 days 00:09:14.123000,20.9,51.0,978.1,False,40.5,285,0.9,14,2024,0 days 00:01:00.031000
0 days 00:10:14.108000,21.0,51.0,978.2,False,40.9,203,1.2,14,2024,0 days 00:00:59.985000
0 days 00:11:14.106000,20.9,50.0,978.1,False,41.5,204,0.9,14,2024,0 days 00:00:59.998000
0 days 00:12:14.098000,20.8,51.0,978.0,False,41.5,177,0.9,14,2024,0 days 00:00:59.992000
0 days 00:13:14.124000,20.8,51.0,978.1,False,41.5,127,0.9,14,2024,0 days 00:01:00.026000
0 days 00:14:14.127000,20.9,51.0,978.0,False,41.8,152,1.4,14,2024,0 days 00:01:00.003000
0 days 00:15:14.146000,21.0,50.0,978.1,False,41.9,219,1.4,14,2024,0 days 00:01:00.019000
0 days 00:16:14.145000,21.0,53.0,978.1,False,41.9,349,1.2,14,2024,0 days 00:00:59.999000
0 days 00:17:14.141000,21.0,50.0,978.1,False,42.3,4,2.6,14,2024,0 days 00:00:59.996000
0 days 00:18:14.143000,21.1,49.0,978.2,False,42.4,345,2.4,14,2024,0 days 00:01:00.002000
0 days 00:19:14.145000,21.2,50.0,978.2,False,42.3,12,1.7,14,2024,0 days 00:01:00.002000
0 days 00:20:14.150000,21.3,51.0,978.2,False,42.4,15,1.0,14,2024,0 days 00:01:00.005000
0 days 00:21:14.146000,21.5,51.0,978.2,False,42.4,355,1.2,14,2024,0 days 00:00:59.996000
0 days 00:22:14.152000,21.4,50.0,978.2,False,42.3,345,0.8,14,2024,0 days 00:01:00.006000
0 days 00:23:14.145000,21.4,51.0,978.2,False,42.3,4,1.5,14,2024,0 days 00:00:59.993000
0 days 00:24:14.150000,21.4,52.0,978.1,False,42.4,258,0.8,14,2024,0 days 00:01:00.005000
0 days 00:25:14.150000,21.3,51.0,978.1,False,42.6,267,0.7,14,2024,0 days 00:01:00
0 days 00:26:14.145000,21.2,52.0,978.1,False,42.6,6,1.8,14,2024,0 days 00:00:59.995000
0 days 00:27:14.149000,21.2,50.0,978.2,False,42.6,30,2.3,14,2024,0 days 00:01:00.004000
0 days 00:28:14.155000,21.0,51.0,978.2,False,42.6,358,1.3,14,2024,0 days 00:01:00.006000
0 days 00:29:14.156000,20.9,50.0,978.2,False,42.2,319,2.0,14,2024,0 days 00:01:00.001000
0 days 00:30:14.156000,20.7,51.0,978.2,False,40.1,19,1.7,14,2024,0 days 00:01:00
0 days 00:31:14.159000,20.6,51.0,978.2,False,39.4,279,2.5,14,2024,0 days 00:01:00.003000
0 days 00:32:14.151000,20.6,52.0,978.2,False,39.7,223,0.8,14,2024,0 days 00:00:59.992000
0 days 00:33:14.161000,20.8,53.0,978.1,False,40.9,1,0.9,14,2024,0 days 00:01:00.010000
0 days 00:34:14.162000,21.0,51.0,978.3,False,41.6,348,0.9,14,2024,0 days 00:01:00.001000
0 days 00:35:14.165000,21.0,50.0,978.2,False,41.2,19,2.2,14,2024,0 days 00:01:00.003000
0 days 00:36:14.162000,21.0,51.0,978.3,False,40.2,22,1.6,14,2024,0 days 00:00:59.997000
0 days 00:37:14.165000,20.8,52.0,978.2,False,39.8,20,2.1,14,2024,0 days 00:01:00.003000
0 days 00:38:14.157000,20.7,52.0,978.1,False,39.1,329,2.0,14,2024,0 days 00:00:59.992000
0 days 00:39:14.167000,20.7,51.0,978.2,False,38.2,17,2.6,14,2024,0 days 00:01:00.010000
0 days 00:40:14.162000,20.8,51.0,978.2,False,38.0,352,2.3,14,2024,0 days 00:00:59.995000
0 days 00:41:14.164000,20.8,51.0,978.2,False,37.8,15,2.6,14,2024,0 days 00:01:00.002000
0 days 00:42:14.162000,20.8,51.0,978.2,False,37.7,29,2.2,14,2024,0 days 00:00:59.998000
0 days 00:43:14.161000,20.9,52.0,978.2,False,37.7,47,1.9,14,2024,0 days 00:00:59.999000
0 days 00:44:14.168000,20.9,51.0,978.2,False,39.5,17,1.6,14,2024,0 days 00:01:00.007000
0 days 00:45:14.182000,21.0,52.0,978.2,False,40.4,30,0.8,14,2024,0 days 00:01:00.014000
0 days 00:46:14.171000,21.0,52.0,978.2,False,40.9,15,1.1,14,2024,0 days 00:00:59.989000
0 days 00:47:14.169000,21.1,49.0,978.1,False,41.5,30,2.7,14,2024,0 days 00:00:59.998000
0 days 00:48:14.163000,21.1,49.0,978.2,False,42.0,34,2.9,14,2024,0 days 00:00:59.994000
0 days 00:49:14.163000,20.9,49.0,978.2,False,42.0,1,3.1,14,2024,0 days 00:01:00
0 days 00:50:14.223000,20.9,50.0,978.2,False,42.0,3,2.6,14,2024,0 days 00:01:00.060000
0 days 00:51:14.175000,20.8,50.0,978.1,False,42.3,42,1.5,14,2024,0 days 00:00:59.952000
0 days 00:52:14.165000,20.9,50.0,978.1,False,42.4,31,1.6,14,2024,0 days 00:00:59.990000
0 days 00:53:14.169000,20.9,49.0,978.2,False,42.4,15,2.2,14,2024,0 days 00:01:00.004000
0 days 00:54:14.202000,20.9,49.0,978.1,False,42.3,33,2.2,14,2024,0 days 00:01:00.033000
0 days 00:55:14.198000,20.9,50.0,978.3,False,42.3,318,2.0,14,2024,0 days 00:00:59.996000
0 days 00:56:14.218000,21.0,49.0,978.2,False,42.6,321,1.3,14,2024,0 days 00:01:00.020000
0 days 00:57:14.232000,21.0,48.0,978.1,False,42.4,311,1.8,14,2024,0 days 00:01:00.014000
0 days 00:58:14.233000,21.0,48.0,978.1,False,42.4,311,1.8,14,2024,0 days 00:01:00.001000
0 days 00:59:14.234000,21.0,49.0,978.2,False,42.4,238,0.7,14,2024,0 days 00:01:00.001000
0 days 01:00:14.256000,21.2,49.0,978.2,False,42.6,149,1.2,14,2024,0 days 00:01:00.022000
0 days 01:01:14.274000,21.3,47.0,978.2,False,42.7,2,0.6,14,2024,0 days 00:01:00.018000
0 days 01:02:14.283000,21.3,48.0,978.2,False,42.7,8,2.2,14,2024,0 days 00:01:00.009000
0 days 01:03:14.276000,21.1,48.0,978.1,False,42.6,52,1.3,14,2024,0 days 00:00:59.993000
0 days 01:04:14.291000,21.0,49.0,978.2,False,42.4,3,1.2,14,2024,0 days 00:01:00.015000
0 days 01:05:14.298000,21.1,50.0,978.2,False,42.7,69,1.4,14,2024,0 days 00:01:00.007000
0 days 01:06:14.314000,21.3,50.0,978.3,False,42.7,287,1.1,14,2024,0 days 00:01:00.016000
0 days 01:07:14.316000,21.3,50.0,978.1,False,42.7,59,1.3,14,2024,0 days 00:01:00.002000
0 days 01:08:14.309000,21.4,49.0,978.0,False,42.6,342,0.6,14,2024,0 days 00:00:59.993000
0 days 01:09:14.325000,21.5,48.0,978.0,False,42.7,6,2.8,14,2024,0 days 00:01:00.016000
0 days 01:10:14.346000,21.5,48.0,978.0,False,42.9,359,2.9,14,2024,0 days 00:01:00.021000
0 days 01:11:14.361000,21.4,49.0,978.1,False,43.1,335,3.3,14,2024,0 days 00:01:00.015000
0 days 01:12:14.353000,21.5,48.0,978.0,False,43.1,12,2.9,14,2024,0 days 00:00:59.992000
0 days 01:13:14.365000,21.4,49.0,978.0,False,43.3,36,2.2,14,2024,0 days 00:01:00.012000
0 days 01:14:14.396000,21.4,49.0,977.9,False,43.3,40,1.9,14,2024,0 days 00:01:00.031000
0 days 01:15:14.365000,21.6,51.0,978.0,False,43.3,2,2.3,14,2024,0 days 00:00:59.969000
0 days 01:16:14.434000,21.4,50.0,978.1,False,42.9,40,3.2,14,2024,0 days 00:01:00.069000
0 days 01:17:14.415000,21.5,51.0,978.1,False,42.9,1,2.4,14,2024,0 days 00:00:59.981000
0 days 01:18:14.411000,21.6,52.0,978.1,False,42.9,328,2.0,14,2024,0 days 00:00:59.996000
0 days 01:19:14.406000,21.6,51.0,978.1,False,42.8,354,1.4,14,2024,0 days 00:00:59.995000
0 days 01:20:14.407000,21.6,50.0,978.1,False,42.6,0,2.2,14,2024,0 days 00:01:00.001000
0 days 01:21:14.421000,21.7,50.0,978.1,False,43.0,21,1.1,14,2024,0 days 00:01:00.014000
0 days 01:22:14.429000,21.7,50.0,978.1,False,43.0,21,1.1,14,2024,0 days 00:01:00.008000
0 days 01:23:14.429000,21.7,48.0,978.1,False,43.0,358,2.0,14,2024,0 days 00:01:00
0 days 01:24:14.445000,21.8,48.0,978.1,False,42.8,319,1.5,14,2024,0 days 00:01:00.016000
0 days 01:25:14.445000,21.8,48.0,978.1,False,42.8,319,1.5,14,2024,0 days 00:01:00
0 days 01:26:14.447000,21.9,49.0,978.1,False,43.3,192,1.2,14,2024,0 days 00:01:00.002000
0 days 01:27:14.452000,22.0,49.0,978.1,False,43.3,192,1.2,14,2024,0 days 00:01:00.005000
0 days 01:28:14.447000,22.0,50.0,978.0,False,43.3,49,1.7,14,2024,0 days 00:00:59.995000
0 days 01:29:14.464000,22.0,49.0,978.0,False,43.2,123,0.6,14,2024,0 days 00:01:00.017000
0 days 01:30:14.447000,22.0,47.0,978.0,False,42.8,147,1.4,14,2024,0 days 00:00:59.983000
0 days 01:31:14.452000,21.7,48.0,978.1,False,42.6,15,0.4,14,2024,0 days 00:01:00.005000
0 days 01:32:14.446000,21.6,48.0,977.8,False,42.7,46,1.0,14,2024,0 days 00:00:59.994000
0 days 01:33:14.447000,21.5,47.0,977.9,False,43.0,7,1.6,14,2024,0 days 00:01:00.001000
0 days 01:34:14.446000,21.7,48.0,978.0,False,43.4,270,1.7,14,2024,0 days 00:00:59.999000
0 days 01:35:14.455000,21.7,47.0,978.0,False,43.3,339,1.5,14,2024,0 days 00:01:00.009000
0 days 01:36:14.456000,21.8,47.0,978.0,False,43.5,320,0.8,14,2024,0 days 00:01:00.001000
0 days 01:37:14.454000,21.8,47.0,978.0,False,43.3,15,1.4,14,2024,0 days 00:00:59.998000
0 days 01:38:14.525000,21.8,48.0,978.0,False,43.5,0,2.1,14,2024,0 days 00:01:00.071000
0 days 01:39:14.451000,21.7,47.0,977.9,False,43.5,2,3.1,14,2024,0 days 00:00:59.926000
0 days 01:40:14.459000,21.6,49.0,978.0,False,43.5,338,1.3,14,2024,0 days 00:01:00.008000
0 days 01:41:14.466000,21.5,50.0,977.9,False,43.4,2,0.6,14,2024,0 days 00:01:00.007000
0 days 01:42:14.461000,21.6,50.0,978.0,False,44.1,36,1.4,14,2024,0 days 00:00:59.995000
0 days 01:43:14.461000,21.8,49.0,977.9,False,44.1,331,2.4,14,2024,0 days 00:01:00
0 days 01:44:14.452000,21.9,50.0,978.0,False,43.5,6,1.9,14,2024,0 days 00:00:59.991000
0 days 01:45:14.461000,21.9,49.0,978.0,False,43.4,12,1.6,14,2024,0 days 00:01:00.009000
0 days 01:46:14.460000,21.7,49.0,978.0,False,43.5,250,2.2,14,2024,0 days 00:00:59.999000
0 days 01:47:14.453000,21.4,49.0,978.0,False,43.6,4,1.1,14,2024,0 days 00:00:59.993000
0 days 01:48:14.459000,21.3,49.0,978.0,False,43.7,16,1.9,14,2024,0 days 00:01:00.006000
0 days 01:49:14.547000,21.3,49.0,978.1,False,43.8,10,2.6,14,2024,0 days 00:01:00.088000
0 days 01:50:14.469000,21.5,48.0,977.9,False,44.0,20,2.6,14,2024,0 days 00:00:59.922000
0 days 01:51:14.466000,21.7,49.0,978.0,False,44.1,18,3.2,14,2024,0 days 00:00:59.997000
